area,quartos,banheiros,vagas,valor_total
28,1,1,0,2746
50,1,1,1,2958
24,1,1,0,2762
39,1,1,1,2644
32,1,1,1,2658
34,1,1,1,2780
13,1,1,0,2233
16,1,1,0,2548
35,1,1,1,3640
20,1,1,0,2392
42,1,1,1,2828
32,1,1,1,4050
22,1,1,0,2755
50,1,1,0,2616
38,1,1,1,2707
23,1,1,0,2577
22,1,1,1,2754
36,1,1,1,2586
40,1,1,1,3073
23,1,1,0,2619
36,1,1,0,2603
48,1,1,1,2763
60,1,1,1,2953
17,1,1,0,2578
35,1,1,0,1929
25,1,1,1,2617
40,1,1,1,4551
33,1,1,0,2138
120,1,1,2,3518
50,1,1,0,2994
60,1,1,0,2973
28,1,1,0,2713
45,1,1,0,2729
61,1,2,1,3004
60,1,2,0,2753
70,1,2,1,3578
49,1,1,0,2924
30,1,1,0,2668
65,1,1,0,2609
42,1,1,0,3196
55,1,1,1,2859
67,1,2,2,3495
40,1,1,0,2742
35,1,1,0,2955
31,1,1,0,2806
31,1,1,0,2760
78,1,2,1,2463
40,1,1,0,2030
23,1,1,1,2876
30,1,1,1,3074
42,1,1,1,2885
48,1,1,1,3330
45,1,1,1,4697
26,1,1,0,2622
23,1,1,1,2861
42,1,1,0,3097
54,1,1,1,3258
51,1,1,0,3315
52,1,1,1,3380
42,1,1,1,2983
40,1,1,0,2030
62,1,1,0,3000
110,1,2,1,2789
23,1,1,1,2909
36,1,1,1,2945
42,1,1,1,3731
78,1,2,2,3227
23,1,1,1,2861
60,1,2,1,4430
40,1,1,1,2964
40,1,1,0,2908
45,1,1,1,2895
28,1,1,0,2790
45,1,1,1,2580
51,1,1,1,2541
54,1,1,0,2831
44,1,1,0,2644
30,1,1,0,2849
23,1,1,1,2861
39,1,1,0,3228
35,1,1,0,3007
50,1,1,1,4958
40,1,1,0,2030
50,1,1,1,3268
23,1,1,1,2861
28,1,1,0,2735
25,1,1,0,2199
42,1,2,1,2530
50,1,1,0,3461
43,1,1,0,2487
44,1,1,1,3009
70,1,1,0,3347
40,1,1,1,2881
78,1,2,1,3538
22,1,1,0,2791
49,1,2,1,3325
46,1,1,0,5823
60,1,1,0,2031
35,1,1,1,3116
41,1,1,1,2548
65,1,1,0,3219
55,1,1,1,5816
70,1,1,0,3328
45,1,1,0,2326
40,1,1,0,2985
78,1,1,1,3234
27,1,1,0,2456
52,1,1,1,3122
38,1,1,1,2731
41,1,1,1,3223
40,1,1,0,2837
46,1,1,1,2881
56,1,1,0,3238
15,1,1,0,2532
35,1,1,0,3072
42,1,1,1,5140
30,1,1,1,3267
39,1,1,1,2922
57,1,1,1,5792
40,1,1,1,3331
31,1,1,1,3085
76,1,1,1,3631
67,1,2,1,3443
44,1,1,0,3012
39,1,1,1,3327
38,1,1,0,2822
100,1,3,2,3457
78,1,1,0,2999
50,1,1,0,3382
65,1,1,1,3532
45,1,1,1,3540
45,1,1,1,3153
35,1,1,1,3024
33,1,1,1,4370
39,1,1,1,3988
48,1,1,0,3074
75,1,1,2,2992
52,1,1,1,3300
80,1,1,1,4512
70,1,1,1,3682
40,1,1,0,3217
55,1,1,0,3324
39,1,1,1,3977
50,1,1,1,4324
36,1,1,0,3012
45,1,1,1,5576
40,1,1,1,3840
47,1,1,1,2633
47,1,1,1,2633
42,1,1,1,2783
53,1,1,1,3765
37,1,1,1,3489
45,1,1,0,3317
47,1,1,1,2633
59,1,1,1,2600
47,1,1,1,2633
47,1,1,1,2633
67,1,1,1,3625
42,1,1,0,2589
39,1,1,1,2783
47,1,1,1,2633
47,1,1,1,2633
100,1,1,0,2450
84,1,2,0,2533
66,1,1,1,3233
44,1,1,0,3003
40,1,1,1,3358
61,1,1,1,2650
34,1,1,0,3077
35,1,1,0,4028
47,1,1,1,2633
40,1,1,0,3066
47,1,1,1,2633
47,1,1,1,2633
40,1,1,1,2783
47,1,1,1,2633
40,1,1,1,3236
24,1,1,0,2986
40,1,1,0,2633
45,1,1,0,3188
36,1,1,0,3075
47,1,1,1,2633
47,1,1,1,2633
47,1,1,1,2633
47,1,1,1,2633
30,1,1,1,3046
63,1,1,0,3503
64,1,2,1,3433
35,1,1,1,4000
25,1,1,0,2970
47,1,1,1,2633
47,1,1,1,2633
70,1,1,1,3758
37,1,1,0,2767
47,1,1,1,2633
43,1,1,1,2625
47,1,1,1,2633
55,1,1,1,3366
33,1,1,0,3033
47,1,1,1,2633
35,1,1,0,2662
50,1,1,0,2914
42,1,1,1,4129
45,1,1,2,3143
35,1,1,0,3255
90,1,1,0,2343
36,1,1,0,3184
31,1,1,0,2932
55,1,1,1,2629
58,1,1,1,2823
42,1,1,1,2884
46,1,1,1,3562
48,1,1,1,3097
41,1,1,0,2876
55,1,1,0,3284
250,1,2,2,2836
17,1,1,0,2740
100,1,1,0,2635
40,1,1,1,3498
17,1,1,0,2777
34,1,1,0,3164
47,1,1,0,3803
62,1,1,0,3834
35,1,1,1,3185
45,1,1,1,3981
47,1,1,1,3452
42,1,1,1,3237
45,1,1,0,3200
32,1,1,1,3279
42,1,1,1,3368
38,1,1,1,4735
28,1,1,1,3493
33,1,1,1,3548
40,1,1,1,3376
50,1,1,1,3365
35,1,1,0,3762
38,1,1,1,3319
30,1,1,1,3365
42,1,1,0,3366
76,1,2,2,3596
92,1,3,1,4571
35,1,1,1,3186
41,1,2,1,2903
42,1,1,1,3308
85,1,2,1,3728
34,1,1,0,3280
98,1,1,1,3718
62,1,1,0,3536
41,1,1,1,3503
50,1,1,0,3196
80,1,1,1,3486
37,1,1,1,3636
25,1,1,0,3249
42,1,1,1,3308
66,1,1,2,3836
58,1,1,1,4670
40,1,1,1,3376
34,1,1,1,3456
46,1,1,2,3224
43,1,1,1,3481
55,1,2,1,3531
35,1,1,1,4441
42,1,1,1,3788
34,1,1,1,3414
40,1,1,1,3376
42,1,1,1,3167
50,1,1,0,3186
20,1,1,0,3306
360,1,1,8,2393
90,1,2,2,4155
37,1,1,1,3037
30,1,1,0,3287
32,1,1,1,3470
42,1,1,0,3416
49,1,1,1,3906
40,1,1,0,3637
62,1,1,1,4569
37,1,1,1,3479
37,1,1,0,3352
38,1,1,1,4000
43,1,1,2,3112
55,1,1,1,4481
48,1,1,1,3487
65,1,2,2,3037
32,1,1,1,3029
34,1,1,1,2927
52,1,1,1,3338
42,1,1,1,3502
30,1,1,1,4717
33,1,1,1,3581
68,1,2,1,3154
31,1,1,0,3487
25,1,1,1,5109
21,1,1,0,2837
38,1,1,1,2929
29,1,1,0,3342
50,1,1,0,3672
155,1,4,0,1120000
39,1,1,1,3055
40,1,1,0,3810
45,1,1,1,3487
25,1,1,0,3350
57,1,2,1,3501
44,1,1,1,4958
35,1,1,0,3700
30,1,1,0,3438
41,1,1,1,3639
70,1,1,1,2710
35,1,1,1,3889
33,1,1,0,3549
44,1,1,1,3852
38,1,1,0,3517
40,1,1,1,3691
40,1,1,1,4587
41,1,1,1,3782
30,1,1,1,3039
71,1,1,1,4927
50,1,1,1,3662
42,1,1,1,3935
45,1,1,1,3705
46,1,1,1,3872
28,1,1,1,3732
47,1,1,1,3454
40,1,1,0,4464
50,1,1,0,3599
38,1,1,1,3522
22,1,1,1,3627
36,1,1,2,3708
40,1,1,0,3536
45,1,1,1,3756
40,1,1,1,4122
66,1,1,0,3646
43,1,1,1,3550
45,1,1,1,4858
25,1,1,1,5258
38,1,1,0,3407
36,1,1,1,3588
60,1,2,2,3739
32,1,1,0,3804
27,1,1,0,3700
136,1,2,2,5223
52,1,1,1,3828
45,1,1,1,3782
53,1,1,1,4585
100,1,2,0,7460
70,1,1,1,3960
60,1,1,1,3040
20,1,1,0,3399
20,1,1,0,3399
70,1,1,1,4150
60,1,1,0,3889
20,1,1,0,3399
20,1,1,0,3399
20,1,1,0,3399
45,1,1,1,3340
67,1,1,1,4269
80,1,1,1,3841
50,1,1,1,3864
40,1,1,1,3979
31,1,1,1,3577
55,1,1,1,4460
41,1,2,1,3308
40,1,1,1,3795
70,1,1,0,3780
32,1,1,1,4226
60,1,2,2,3358
41,1,2,1,3308
100,1,1,0,2899
55,1,1,1,4053
41,1,1,1,2951
35,1,1,1,4205
55,1,1,1,4053
43,1,1,1,4001
21,1,1,0,3283
47,1,2,1,4131
45,1,1,1,4329
44,1,1,0,3591
44,1,2,0,6768
30,1,1,1,4051
31,1,1,0,3831
37,1,1,0,3707
50,1,2,1,4306
35,1,1,1,3872
37,1,1,1,3840
42,1,1,0,3298
32,1,1,1,3742
45,1,1,1,4224
60,1,2,1,7642
42,1,1,1,4074
30,1,1,0,3692
52,1,1,0,3767
30,1,1,1,4051
73,1,2,1,4439
58,1,1,1,4126
30,1,1,0,3692
35,1,1,1,3900
32,1,1,1,5092
35,1,1,1,3900
44,1,1,1,3799
48,1,1,1,4112
33,1,1,1,3882
51,1,1,0,3758
45,1,1,1,3543
38,1,1,1,3335
42,1,1,2,4018
45,1,1,0,4342
40,1,1,1,3424
48,1,1,0,3871
70,1,1,1,3983
31,1,1,1,5094
48,1,1,1,4191
70,1,1,0,4297
30,1,1,0,3794
40,1,1,1,3884
60,1,2,2,3861
50,1,1,0,3989
52,1,1,0,4111
112,1,2,3,3006
36,1,1,1,4124
32,1,1,1,5094
40,1,1,0,3888
45,1,1,0,3938
65,1,2,2,4609
49,1,1,1,4067
42,1,1,1,4354
37,1,1,0,4142
30,1,1,1,4340
58,1,1,1,4090
35,1,1,1,4120
25,1,1,1,4237
26,1,1,0,3746
42,1,1,1,4279
27,1,1,0,4950
26,1,1,0,4175
40,1,1,0,4267
32,1,1,1,5379
41,1,1,1,4545
66,1,1,1,4372
50,1,1,1,4553
50,1,1,1,4373
160,1,4,2,4555
35,1,1,1,4099
35,1,1,1,4099
73,1,2,2,4545
30,1,1,1,4326
60,1,1,1,4285
51,1,1,1,4325
40,1,1,1,4257
27,1,1,0,4951
64,1,1,1,4266
74,1,2,2,5191
33,1,1,1,4276
65,1,1,0,4438
45,1,1,1,5194
72,1,1,1,4742
43,1,1,1,4267
54,1,1,1,4395
55,1,1,1,4996
44,1,1,1,4218
42,1,1,1,4528
50,1,1,1,4484
27,1,1,1,3747
33,1,1,1,4469
40,1,1,2,4610
55,1,1,1,3737
44,1,1,1,4292
52,1,2,1,4859
330,1,3,8,3195
65,1,1,1,4609
49,1,1,0,4381
42,1,1,1,4438
60,1,2,1,4693
55,1,2,1,4726
34,1,1,1,4359
43,1,1,1,4049
52,1,2,1,4991
45,1,1,0,4343
34,1,1,1,4508
54,1,1,1,5358
36,1,1,1,4354
45,1,1,1,4546
45,1,1,0,4519
70,1,2,1,5318
45,1,2,1,4956
30,1,1,1,4534
32,1,1,1,4614
60,1,1,1,4705
45,1,1,1,4505
40,1,1,1,4577
70,1,2,6,3757
50,1,1,1,4734
41,1,1,1,4705
72,1,2,2,5151
61,1,2,2,6501
50,1,1,1,4953
33,1,1,0,4601
52,1,1,1,4941
60,1,2,1,5318
33,1,1,0,4601
80,1,2,1,5160
25,1,1,1,4051
98,1,2,2,5714
45,1,1,1,4935
54,1,1,0,4500
40,1,1,1,4601
60,1,1,1,6118
72,1,1,1,4896
33,1,1,0,4550
37,1,1,1,4631
45,1,1,0,5641
56,1,1,2,5551
35,1,1,1,5531
61,1,2,1,4871
65,1,1,1,5586
40,1,1,1,5552
30,1,1,0,4869
52,1,2,1,5118
80,1,1,0,4202
37,1,1,1,5203
33,1,1,1,4850
55,1,1,1,5268
45,1,1,1,6504
40,1,2,1,6507
96,1,2,1,6306
90,1,2,1,5547
40,1,2,1,6507
104,1,3,2,6754
76,1,2,1,5464
35,1,1,1,4271
120,1,2,2,8104
26,1,1,0,4815
55,1,1,1,5226
48,1,1,1,5370
53,1,1,1,5340
53,1,1,1,5344
61,1,1,1,5197
75,1,2,1,6165
52,1,1,1,6365
110,1,1,2,6835
35,1,1,0,95610
35,1,1,0,5225
48,1,1,2,6119
108,1,3,2,5538
70,1,2,2,5850
38,1,1,0,5174
32,1,1,1,5386
22,1,1,1,5295
140,1,2,2,6292
50,1,1,1,6414
50,1,1,1,4579
56,1,1,1,7626
34,1,1,0,5024
60,1,1,1,5846
30,1,1,1,6359
58,1,1,1,5710
52,1,1,1,5201
58,1,2,1,5821
37,1,1,0,6361
60,1,1,0,4562
45,1,1,1,7246
51,1,1,0,6038
225,1,2,0,3781
109,1,2,2,4946
35,1,1,1,5605
55,1,1,1,6238
42,1,1,1,5064
52,1,2,1,6374
52,1,2,1,6374
40,1,1,1,5868
190,1,1,1,4126
76,1,1,1,6564
46,1,1,1,6807
64,1,2,1,9768
52,1,1,1,6566
50,1,1,1,5814
100,1,2,2,7063
40,1,1,0,5837
61,1,2,1,6281
70,1,1,0,5565
65,1,1,1,7416
50,1,1,1,6479
140,1,2,2,7012
42,1,1,1,6028
50,1,1,1,6361
50,1,2,1,6828
49,1,1,1,6069
60,1,1,1,8143
45,1,1,1,8590
45,1,1,1,8590
74,1,2,2,6714
45,1,1,1,8590
155,1,1,2,7522
45,1,1,1,8590
55,1,2,1,7858
60,1,1,1,6770
79,1,2,2,6569
45,1,1,1,8590
94,1,1,1,5821
77,1,1,1,5773
100,1,2,2,8281
68,1,2,1,7346
100,1,2,1,7945
57,1,1,0,6394
57,1,1,0,6394
68,1,1,1,10900
22,1,1,0,6466
54,1,2,1,7227
57,1,1,0,6394
57,1,1,0,6394
78,1,1,2,8374
57,1,1,0,6394
84,1,2,0,7177
49,1,1,1,8009
74,1,1,1,7399
113,1,1,2,7132
127,1,2,1,7672
80,1,1,1,7883
80,1,2,2,6605
86,1,2,1,8758
48,1,1,2,9408
121,1,1,0,9188
75,1,1,2,8388
100,1,2,2,10190
133,1,2,1,8658
54,1,1,1,8592
80,1,1,1,7293
63,1,1,1,9063
54,1,1,1,8588
46,1,1,1,8715
77,1,2,1,8798
87,1,1,2,9021
56,1,1,0,8382
82,1,1,2,10020
188,1,3,2,9832
95,1,2,2,10530
49,1,1,2,10320
145,1,3,1,9841
70,1,2,1,9864
98,1,2,2,10840
112,1,2,2,8496
105,1,1,2,10530
50,1,1,1,10460
120,1,2,2,10820
47,1,1,1,10540
200,1,2,0,8821
62,1,2,1,13460
82,1,2,1,12170
440,1,2,4,10530
57,1,1,1,15510
62,1,2,1,14900
91,1,2,2,15580
100,1,4,1,11420
98,1,2,0,18500
46,2,1,1,1408
60,2,1,1,1271
74,2,3,1,2602
50,2,1,1,1828
65,2,1,1,2096
68,2,1,1,937
66,2,1,1,910
60,2,1,1,2675
53,2,1,1,843
74,2,1,1,2672
80,2,2,1,1564
86,2,1,1,3350
80,2,1,0,1573
97,2,1,0,2202
64,2,2,2,2566
55,2,1,1,865
42,2,1,1,1023
47,2,1,0,2298
54,2,1,1,2683
43,2,1,1,928
44,2,1,0,931
58,2,1,1,939
55,2,1,1,944
76,2,1,0,1109
70,2,1,0,1218
80,2,1,1,1746
76,2,1,0,1109
50,2,1,0,678
90,2,2,1,3055
58,2,1,1,3218
80,2,2,1,2624
48,2,1,0,977
50,2,1,1,1169
76,2,1,0,1109
87,2,2,1,5446
85,2,1,0,1279
80,2,3,1,2480
60,2,1,1,550
64,2,1,1,1199
51,2,1,1,997
45,2,1,1,1015
56,2,1,0,1610
52,2,1,1,920
58,2,1,1,1558
54,2,1,1,1780
55,2,1,0,1052
55,2,1,1,1256
50,2,1,1,917
60,2,1,1,550
72,2,1,0,1456
45,2,1,0,1125
56,2,1,0,979
55,2,1,1,930
58,2,1,1,1340
76,2,1,1,1046
50,2,1,1,986
86,2,1,1,3342
55,2,1,1,1120
28,2,1,1,611
73,2,1,0,1336
62,2,1,0,1127
72,2,2,1,1350
70,2,1,0,1162
57,2,1,0,1220
80,2,1,0,1331
53,2,1,1,876
125,2,1,0,1759
64,2,1,1,1486
68,2,1,1,1324
57,2,1,1,1271
50,2,1,0,1332
68,2,1,0,1000
58,2,1,1,1482
60,2,1,1,1356
50,2,1,0,911
50,2,1,0,1282
70,2,1,2,1081
45,2,1,1,1198
51,2,1,1,1251
46,2,1,1,1259
70,2,1,1,1586
50,2,1,0,1088
60,2,1,0,1101
50,2,1,1,1107
65,2,1,1,1237
63,2,1,1,1439
54,2,1,1,969
50,2,1,1,971
59,2,1,0,1158
48,2,1,1,1164
50,2,1,1,1011
131,2,1,0,1529
70,2,2,1,1551
52,2,1,1,984
55,2,2,1,1639
45,2,1,1,1108
65,2,2,0,1061
42,2,1,1,1047
60,2,1,1,1495
64,2,1,1,1493
52,2,1,0,1163
120,2,2,1,1687
46,2,1,1,1013
48,2,1,0,811
57,2,1,1,1036
60,2,1,1,1192
50,2,1,0,761
58,2,2,1,1499
65,2,1,2,1732
40,2,1,1,983
80,2,1,1,1502
50,2,1,0,1012
47,2,1,1,1197
60,2,1,1,1084
50,2,1,0,892
50,2,1,1,1191
50,2,1,1,1231
55,2,1,1,1072
45,2,1,1,1212
48,2,1,0,1308
64,2,1,1,1192
42,2,1,1,1109
85,2,2,0,1838
40,2,1,1,1164
53,2,1,0,1564
68,2,1,0,1488
40,2,1,0,1322
48,2,1,1,1147
55,2,1,0,912
65,2,1,1,1610
58,2,1,1,1006
75,2,1,1,1312
45,2,1,0,1014
74,2,1,1,1077
60,2,1,0,1117
44,2,1,2,1286
75,2,2,1,2310
45,2,1,1,1182
55,2,1,1,1042
55,2,1,1,1357
60,2,1,1,960
48,2,1,1,1062
56,2,1,1,1200
45,2,1,1,1112
54,2,1,2,1146
42,2,1,0,1105
64,2,1,0,1160
55,2,1,1,1394
100,2,1,0,1523
46,2,1,1,1224
45,2,1,1,892
55,2,1,1,1143
89,2,1,1,1769
46,2,1,0,1026
55,2,1,1,1336
55,2,1,1,1129
90,2,2,1,2146
68,2,1,1,1651
44,2,1,0,1052
60,2,1,1,1472
55,2,1,1,1072
93,2,1,0,1543
68,2,1,1,1912
63,2,1,1,1042
65,2,1,1,1259
52,2,2,1,1256
50,2,1,1,1163
58,2,1,1,1263
56,2,1,1,1669
50,2,1,0,1163
70,2,2,0,1431
100,2,1,0,815
72,2,1,0,1897
49,2,1,1,1387
50,2,1,1,1091
46,2,1,1,1275
83,2,1,1,1413
70,2,1,1,1431
70,2,2,1,1431
53,2,1,0,1513
138,2,1,0,1998
43,2,1,1,1294
55,2,1,2,1915
76,2,1,0,1688
49,2,1,1,1314
79,2,1,1,1283
69,2,1,1,1538
65,2,2,1,1470
58,2,2,1,1359
68,2,1,0,2006
71,2,1,1,1774
42,2,1,1,1224
55,2,1,1,1193
80,2,2,2,1948
47,2,2,1,1553
44,2,1,1,1257
48,2,1,1,1342
76,2,1,0,1688
65,2,1,1,1698
57,2,1,1,1486
52,2,1,0,1378
63,2,1,0,1393
43,2,1,1,1294
80,2,1,1,850
68,2,1,0,2006
50,2,1,1,1276
65,2,1,1,1314
60,2,1,1,1327
78,2,1,1,1699
72,2,1,1,1675
70,2,2,1,1431
55,2,1,1,1327
50,2,1,0,2058
70,2,1,0,1143
65,2,1,0,1447
80,2,1,1,1586
47,2,1,1,1526
52,2,1,0,1242
62,2,1,1,1163
44,2,1,1,1257
80,2,1,1,1431
53,2,1,0,1656
55,2,1,1,1293
45,2,1,0,1263
60,2,1,1,2073
60,2,1,1,1327
50,2,1,1,1646
49,2,1,1,1236
138,2,1,0,1998
51,2,1,0,1285
60,2,1,0,1572
49,2,1,1,1013
46,2,1,1,1275
47,2,1,1,1363
85,2,1,0,1339
90,2,2,0,1845
59,2,1,1,1470
49,2,1,1,1501
75,2,1,0,1191
50,2,1,0,822
53,2,1,1,1665
60,2,1,0,1413
62,2,1,1,1526
60,2,1,1,1327
56,2,1,1,1815
79,2,2,2,2046
60,2,1,1,843
40,2,2,0,1784
90,2,1,0,1713
65,2,1,1,1190
70,2,2,1,1431
40,2,1,1,1528
60,2,1,1,1327
52,2,1,1,1376
55,2,2,2,2004
95,2,1,1,1780
80,2,1,0,1114
55,2,1,1,1501
50,2,1,1,1424
50,2,1,1,1331
50,2,1,1,1414
84,2,1,1,1808
50,2,1,0,2165
62,2,1,1,1248
70,2,1,1,1618
60,2,1,0,1264
71,2,1,0,1667
40,2,1,0,1462
103,2,1,1,1793
50,2,1,1,1140
55,2,1,1,1264
85,2,1,1,1305
90,2,1,0,1053
66,2,1,1,1413
87,2,1,0,1611
59,2,1,1,1358
52,2,1,1,1174
62,2,1,1,1248
50,2,1,1,1476
66,2,1,1,1239
120,2,1,0,2039
52,2,1,1,1699
50,2,1,1,1674
59,2,2,1,4326
90,2,1,0,1190
84,2,1,0,1487
80,2,1,0,1029
58,2,1,1,1284
60,2,2,2,2218
65,2,2,1,1777
46,2,1,1,1291
60,2,1,1,1254
44,2,1,1,1370
60,2,1,1,1274
66,2,1,1,1451
60,2,1,1,1398
50,2,1,0,964
54,2,1,1,1906
65,2,1,1,1764
54,2,1,1,1164
62,2,1,1,1496
45,2,1,1,1452
67,2,1,0,1325
60,2,2,1,1961
85,2,2,1,1994
78,2,1,1,1705
46,2,1,1,1775
70,2,1,1,1515
51,2,1,1,1657
60,2,1,1,1398
50,2,1,1,1630
52,2,1,1,1495
62,2,1,0,1274
70,2,2,1,1687
52,2,1,1,1398
60,2,1,1,1114
56,2,1,1,1508
45,2,1,1,1398
55,2,2,1,1283
65,2,1,1,1502
62,2,1,1,1248
60,2,1,0,1170
70,2,1,0,1530
50,2,1,1,1215
64,2,1,1,1529
60,2,3,2,1863
50,2,1,1,1794
67,2,1,0,935
57,2,1,1,1742
60,2,1,1,1399
52,2,1,1,1364
53,2,1,1,1288
62,2,1,1,1248
43,2,1,1,1394
71,2,2,1,1306
66,2,1,1,1239
67,2,2,2,1928
58,2,2,1,1512
59,2,2,1,1364
65,2,1,0,1818
60,2,1,0,1356
52,2,1,0,1249
44,2,1,0,1400
55,2,1,1,1406
63,2,1,1,1769
70,2,1,1,1566
60,2,1,0,1729
70,2,1,1,1390
80,2,2,1,1885
68,2,1,1,1717
50,2,1,1,2315
73,2,1,1,2137
60,2,1,0,1151
59,2,1,0,1383
47,2,1,1,1784
48,2,1,0,1345
71,2,1,1,1929
58,2,1,1,1412
75,2,1,1,1377
66,2,1,1,1636
46,2,1,1,1820
64,2,1,1,1629
50,2,1,1,1495
85,2,2,1,2339
75,2,1,1,1615
70,2,1,1,1588
67,2,1,1,1857
60,2,1,0,1343
60,2,1,0,1661
65,2,1,0,1325
41,2,1,1,1394
50,2,1,1,1485
50,2,1,1,1585
70,2,1,1,1331
52,2,1,1,1700
63,2,1,0,1725
100,2,1,0,1220
63,2,1,0,1237
56,2,1,1,1725
60,2,1,0,1729
61,2,1,1,1764
65,2,1,1,1851
70,2,1,0,1957
96,2,1,0,1255
75,2,1,0,1499
68,2,2,1,1812
80,2,1,0,1565
33,2,1,0,995
54,2,2,0,1515
250,2,2,1,997
50,2,1,1,1373
54,2,1,1,1365
65,2,1,1,1765
50,2,1,1,1604
80,2,1,0,1565
60,2,1,1,1947
75,2,1,0,1467
66,2,1,1,1323
47,2,1,1,1703
50,2,1,1,1483
50,2,1,1,1815
60,2,1,1,1228
40,2,1,0,1445
45,2,1,0,1015
47,2,1,1,2775
65,2,1,1,1385
88,2,3,1,5351
56,2,1,0,2036
68,2,1,1,1563
52,2,1,0,1459
70,2,1,1,1774
70,2,1,1,1546
75,2,1,1,2007
50,2,1,1,1766
147,2,3,4,4191
41,2,1,1,1457
80,2,2,1,1466
70,2,1,1,2300
54,2,1,1,1753
75,2,1,0,1656
65,2,1,1,1803
43,2,1,0,1386
66,2,1,1,1952
55,2,1,1,1549
48,2,1,1,1389
90,2,1,0,1558
44,2,1,1,1556
73,2,2,2,2078
70,2,2,0,1078
60,2,1,1,1588
72,2,2,1,1721
54,2,1,2,1562
73,2,1,2,1428
55,2,1,1,1533
78,2,2,1,1775
70,2,1,2,1393
87,2,1,1,2048
53,2,1,1,2166
77,2,2,1,2012
65,2,1,1,1739
59,2,1,1,2017
58,2,2,1,2072
40,2,1,1,1606
67,2,1,1,1788
65,2,1,0,1425
103,2,2,2,1716
68,2,1,2,1810
52,2,1,1,1897
53,2,1,1,1620
60,2,3,2,2128
60,2,1,0,1301
60,2,2,1,1744
90,2,1,0,1558
62,2,1,1,1936
50,2,1,0,1466
94,2,1,1,1829
73,2,2,1,2116
67,2,1,1,1696
46,2,1,0,1216
65,2,2,0,1445
60,2,2,1,1790
75,2,2,2,2141
51,2,1,1,1391
73,2,2,1,2116
75,2,1,0,1283
70,2,1,0,1258
60,2,2,0,1556
49,2,1,1,1661
50,2,1,1,1855
65,2,1,1,1457
62,2,1,0,1694
68,2,1,1,1842
58,2,1,0,1814
53,2,1,1,1816
46,2,1,0,3280
52,2,1,0,1897
58,2,2,1,2433
61,2,1,0,1491
70,2,1,0,1057
90,2,2,1,1833
87,2,1,1,2082
67,2,1,0,1693
54,2,1,1,2050
58,2,1,1,1316
53,2,2,1,1671
48,2,1,1,1389
63,2,2,0,2281
90,2,1,1,1156
86,2,2,1,1753
42,2,1,0,889
72,2,1,2,2035
73,2,2,1,2116
150,2,2,1,1243
113,2,1,1,2028
73,2,2,1,2116
67,2,1,0,1615
73,2,2,1,2116
55,2,1,1,1549
47,2,1,1,1489
48,2,1,1,1506
50,2,1,1,1314
72,2,1,1,2236
51,2,1,1,1341
65,2,1,0,1063
73,2,1,1,1960
85,2,1,1,1829
55,2,1,0,1476
75,2,1,0,1283
100,2,1,0,3646
64,2,1,1,1426
53,2,1,1,1876
45,2,1,0,1172
50,2,1,1,2026
100,2,1,0,3646
60,2,1,1,1846
50,2,2,1,1740
93,2,2,1,1480
58,2,2,1,2072
80,2,1,0,1241
60,2,1,1,1821
75,2,2,1,1780
60,2,1,1,1806
48,2,1,1,1718
72,2,2,1,1721
72,2,1,1,2192
55,2,1,1,1816
45,2,1,0,1306
48,2,1,0,1216
80,2,1,1,1523
51,2,1,0,1421
60,2,1,0,1191
110,2,1,0,2501
60,2,1,0,1385
68,2,1,0,2026
50,2,1,0,1517
52,2,1,0,1357
70,2,1,1,2161
60,2,1,1,2004
49,2,1,1,1557
90,2,1,1,1902
66,2,1,1,1917
60,2,2,1,1859
73,2,1,1,2017
60,2,2,1,1795
77,2,1,0,1172
70,2,1,1,1092
50,2,1,0,1167
36,2,1,0,1097
70,2,1,0,2397
48,2,1,1,1696
50,2,2,1,1765
70,2,1,1,1866
94,2,3,0,3323
90,2,2,0,1496
54,2,1,1,1566
81,2,1,0,1522
60,2,1,0,1117
60,2,1,1,1882
59,2,1,1,1527
68,2,1,0,1837
98,2,2,0,1465
67,2,1,0,1758
62,2,1,0,1653
85,2,2,1,2081
65,2,1,0,1387
70,2,1,1,1194
73,2,1,1,2018
72,2,1,1,2202
52,2,1,1,1559
100,2,1,0,1242
70,2,1,0,1047
85,2,1,1,1605
45,2,1,1,1627
78,2,1,1,2028
60,2,1,1,1001
45,2,1,0,1857
75,2,1,0,2610
45,2,1,1,1389
68,2,1,1,1787
50,2,1,1,1707
52,2,1,1,1920
70,2,1,1,2017
80,2,1,0,967
60,2,1,1,1670
75,2,1,0,1777
67,2,1,1,2222
50,2,1,0,1197
55,2,2,1,1984
55,2,1,1,1817
54,2,1,0,1419
100,2,1,1,1092
60,2,1,0,1191
79,2,1,0,1654
60,2,2,1,1859
35,2,1,0,1497
40,2,1,1,1347
78,2,1,1,2416
90,2,2,0,1658
72,2,1,0,1726
75,2,1,1,1317
52,2,1,1,1730
70,2,1,0,1542
80,2,1,1,2057
48,2,1,1,1524
65,2,2,1,1930
52,2,1,1,1998
45,2,1,1,1557
44,2,1,1,1757
70,2,1,1,1847
53,2,1,1,1698
139,2,2,1,2551
60,2,1,1,2067
60,2,1,0,1917
50,2,1,1,2001
50,2,1,1,1799
66,2,2,1,2599
50,2,2,0,1197
60,2,1,0,1717
52,2,1,0,1357
50,2,1,1,1801
100,2,1,0,1142
